Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Sex_I,Sex_M,Rings
0.255,0.19,0.07,0.0815,0.028,0.016,0.031,True,False,5
0.14,0.105,0.035,0.0145,0.005,0.0035,0.005,True,False,4
0.58,0.45,0.14,1.013,0.38,0.216,0.36,False,True,14
0.55,0.425,0.14,0.952,0.4895,0.1945,0.2185,False,False,7
0.505,0.39,0.13,0.674,0.3165,0.141,0.1785,False,False,9
0.43,0.32,0.11,0.3675,0.1675,0.102,0.105,True,False,8
0.49,0.395,0.135,0.5545,0.213,0.0925,0.215,False,True,14
0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085,False,True,9
0.47,0.36,0.13,0.472,0.182,0.114,0.15,False,False,10
0.575,0.45,0.155,0.886,0.3605,0.211,0.2575,False,True,9
0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025,False,True,6
0.385,0.265,0.08,0.251,0.124,0.037,0.07,True,False,6
0.615,0.485,0.16,1.1575,0.5005,0.2495,0.315,False,False,10
0.565,0.44,0.125,0.802,0.3595,0.1825,0.215,False,True,9
0.54,0.425,0.13,0.8155,0.3675,0.1365,0.246,True,False,11
0.37,0.275,0.14,0.2215,0.097,0.0455,0.0615,True,False,6
0.465,0.375,0.135,0.6,0.2225,0.129,0.23,False,False,16
0.485,0.375,0.11,0.464,0.2015,0.09,0.149,True,False,8
0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645,True,False,6
0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485,True,False,8
0.595,0.45,0.15,1.114,0.5865,0.2205,0.25,False,False,11
0.365,0.295,0.08,0.2555,0.097,0.043,0.1,False,True,7
0.575,0.465,0.195,0.9965,0.417,0.247,0.47,False,False,8
0.605,0.505,0.18,1.434,0.7285,0.264,0.431,False,False,11
0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,False,True,15
0.325,0.25,0.075,0.1585,0.075,0.0305,0.0455,True,False,6
0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275,False,False,9
0.535,0.405,0.125,0.927,0.26,0.1425,0.345,False,False,16
0.625,0.49,0.165,1.127,0.477,0.2365,0.3185,False,False,9
0.545,0.4,0.13,0.686,0.3285,0.1455,0.18,True,False,9
0.645,0.5,0.19,1.229,0.524,0.278,0.395,False,True,17
0.44,0.325,0.08,0.413,0.144,0.1015,0.13,False,True,8
0.615,0.48,0.16,1.2525,0.585,0.2595,0.33,False,False,8
0.655,0.455,0.17,1.275,0.583,0.303,0.333,False,False,8
0.385,0.285,0.09,0.248,0.0935,0.066,0.07,True,False,6
0.615,0.475,0.175,1.224,0.6035,0.261,0.311,False,True,9
0.35,0.25,0.07,0.1605,0.0715,0.0335,0.046,True,False,6
0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,True,False,8
0.16,0.11,0.025,0.0195,0.0075,0.005,0.006,True,False,4
0.585,0.47,0.17,0.985,0.3695,0.2395,0.315,True,False,10
0.46,0.425,0.155,0.746,0.3005,0.152,0.24,False,False,8
0.32,0.205,0.08,0.181,0.088,0.034,0.0495,True,False,5
0.57,0.455,0.15,1.107,0.54,0.255,0.27,False,False,8
0.625,0.48,0.145,1.085,0.4645,0.2445,0.327,False,True,10
0.45,0.325,0.135,0.438,0.1805,0.1165,0.11,False,False,9
0.61,0.48,0.19,1.2955,0.5215,0.3225,0.365,False,False,12
0.575,0.445,0.17,1.0225,0.549,0.2175,0.228,False,True,9
0.715,0.535,0.19,1.6755,0.889,0.313,0.42,False,True,10
0.57,0.465,0.18,1.295,0.339,0.2225,0.44,False,False,12
0.67,0.545,0.2,1.7025,0.833,0.374,0.41,False,True,11
0.58,0.46,0.15,1.049,0.5205,0.1935,0.305,False,True,10
0.625,0.505,0.175,1.15,0.5475,0.256,0.3045,False,False,11
0.42,0.325,0.125,0.3915,0.1575,0.1025,0.115,True,False,9
0.625,0.5,0.165,1.288,0.573,0.3035,0.315,False,False,9
0.7,0.535,0.16,1.7255,0.63,0.2635,0.54,False,True,19
0.61,0.48,0.165,1.244,0.6345,0.257,0.305,False,True,12
0.655,0.545,0.165,1.6225,0.6555,0.299,0.513,False,False,12
0.48,0.355,0.115,0.5785,0.25,0.106,0.184,True,False,8
0.73,0.595,0.23,2.8255,1.1465,0.419,0.897,False,True,17
0.49,0.355,0.155,0.981,0.465,0.2015,0.2505,False,True,8
0.605,0.49,0.14,0.9755,0.419,0.206,0.315,False,True,10
0.645,0.515,0.24,1.5415,0.471,0.369,0.535,False,True,13
0.465,0.39,0.11,0.6355,0.1815,0.157,0.225,False,False,13
0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,True,False,10
0.59,0.45,0.155,0.874,0.369,0.2135,0.24,False,True,8
0.65,0.52,0.17,1.3655,0.6155,0.2885,0.36,False,True,11
0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595,False,True,10
0.74,0.605,0.2,2.4925,1.1455,0.575,0.5235,False,True,13
0.58,0.43,0.125,0.9115,0.446,0.2075,0.121,False,True,10
0.32,0.24,0.08,0.18,0.08,0.0385,0.055,False,True,6
0.375,0.27,0.085,0.218,0.0945,0.039,0.07,True,False,7
0.655,0.54,0.215,1.844,0.7425,0.327,0.585,False,True,22
0.57,0.455,0.165,1.0595,0.44,0.2195,0.285,False,False,14
0.58,0.44,0.175,1.073,0.4005,0.2345,0.335,False,False,19
0.365,0.27,0.085,0.1875,0.081,0.042,0.058,True,False,6
0.215,0.15,0.055,0.041,0.015,0.009,0.0125,True,False,3
0.375,0.285,0.09,0.2545,0.119,0.0595,0.0675,True,False,6
0.455,0.35,0.14,0.5725,0.1965,0.1325,0.175,False,False,10
0.605,0.49,0.15,1.1345,0.4305,0.2525,0.35,False,False,10
0.245,0.18,0.065,0.071,0.03,0.013,0.0215,True,False,4
0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,True,False,7
0.165,0.125,0.04,0.0245,0.0095,0.0045,0.008,False,True,4
0.555,0.44,0.14,0.8705,0.407,0.156,0.255,False,True,9
0.51,0.405,0.15,0.7035,0.347,0.134,0.1885,False,True,8
0.365,0.27,0.09,0.2155,0.1005,0.049,0.0655,True,False,6
0.575,0.48,0.15,0.8745,0.375,0.193,0.29,False,False,12
0.635,0.5,0.18,1.154,0.4405,0.2315,0.387,False,True,9
0.235,0.17,0.055,0.0515,0.018,0.0105,0.0195,False,True,7
0.65,0.495,0.18,1.793,0.8005,0.339,0.53,False,True,14
0.68,0.51,0.2,1.6075,0.714,0.339,0.4705,False,False,11
0.505,0.475,0.16,1.1155,0.509,0.239,0.3065,False,False,8
0.47,0.375,0.12,0.487,0.196,0.099,0.135,True,False,8
0.495,0.4,0.105,0.602,0.2505,0.1265,0.19,True,False,8
0.6,0.46,0.155,0.9735,0.427,0.2045,0.3,False,False,8
0.515,0.4,0.14,0.6335,0.288,0.145,0.168,False,True,9
0.645,0.49,0.175,1.32,0.6525,0.2375,0.3385,False,True,11
0.545,0.435,0.135,0.7715,0.372,0.148,0.227,True,False,8
0.375,0.28,0.08,0.226,0.105,0.047,0.065,True,False,6
0.61,0.475,0.14,1.133,0.5275,0.2355,0.35,False,False,11
0.645,0.505,0.15,1.1605,0.519,0.2615,0.335,False,True,10
0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165,False,True,9
0.455,0.375,0.125,0.484,0.2155,0.102,0.165,False,True,7
0.595,0.465,0.14,1.113,0.5175,0.244,0.305,False,False,12
0.605,0.475,0.15,1.15,0.575,0.232,0.297,False,True,10
0.57,0.435,0.17,0.848,0.4,0.166,0.25,True,False,9
0.29,0.21,0.06,0.1195,0.056,0.0235,0.03,True,False,6
0.45,0.36,0.125,0.4995,0.2035,0.1,0.17,False,False,13
0.34,0.265,0.085,0.1835,0.077,0.046,0.065,False,True,10
0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,False,False,9
0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735,False,True,10
0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025,False,True,8
0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,False,False,9
0.415,0.305,0.12,0.336,0.165,0.076,0.0805,True,False,7
0.64,0.495,0.165,1.307,0.678,0.292,0.266,False,True,11
0.33,0.24,0.075,0.163,0.0745,0.033,0.048,True,False,6
0.385,0.29,0.09,0.232,0.0855,0.0495,0.08,True,False,7
0.67,0.515,0.165,1.1735,0.526,0.285,0.316,False,True,11
0.48,0.35,0.105,0.635,0.352,0.127,0.135,True,False,6
0.65,0.495,0.16,1.2075,0.55,0.2695,0.32,False,True,10
0.59,0.46,0.14,1.004,0.496,0.2165,0.26,False,True,9
0.425,0.315,0.095,0.3675,0.1865,0.0675,0.0985,True,False,7
0.6,0.505,0.19,1.129,0.4385,0.256,0.36,False,False,13
0.48,0.38,0.125,0.523,0.2105,0.1045,0.175,True,False,15
0.605,0.49,0.18,1.167,0.457,0.29,0.3745,False,True,9
0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,False,True,15
0.67,0.525,0.17,1.4005,0.715,0.3025,0.387,False,True,9
0.7,0.555,0.2,1.858,0.73,0.3665,0.595,False,True,11
0.6,0.485,0.175,1.2675,0.4995,0.2815,0.38,False,True,13
0.685,0.52,0.15,1.343,0.4635,0.292,0.4,False,True,13
0.695,0.57,0.2,2.033,0.751,0.4255,0.685,False,True,15
0.615,0.495,0.155,1.2865,0.435,0.293,0.3245,False,True,11
0.46,0.36,0.1,0.4635,0.2325,0.093,0.115,True,False,7
0.625,0.49,0.155,1.115,0.484,0.277,0.3095,False,False,9
0.6,0.45,0.195,1.34,0.617,0.3255,0.3605,False,True,10
0.46,0.375,0.135,0.4935,0.186,0.0845,0.17,False,True,12
0.575,0.48,0.15,0.897,0.4235,0.1905,0.248,False,False,8
0.545,0.43,0.16,0.844,0.3945,0.1855,0.231,False,False,9
0.385,0.3,0.095,0.24,0.0885,0.059,0.085,False,True,9
0.625,0.48,0.17,1.3555,0.671,0.268,0.3385,False,True,10
0.38,0.235,0.1,0.258,0.1055,0.054,0.08,False,True,7
0.47,0.365,0.1,0.411,0.175,0.0855,0.135,True,False,8
0.62,0.49,0.19,1.218,0.5455,0.2965,0.355,False,True,13
0.58,0.455,0.13,0.852,0.41,0.1725,0.225,False,True,8
0.63,0.51,0.23,1.539,0.5635,0.2815,0.57,False,True,17
0.505,0.38,0.145,0.651,0.2935,0.19,0.17,False,False,12
0.585,0.45,0.15,0.8915,0.3975,0.2035,0.253,True,False,8
0.405,0.3,0.105,0.304,0.1455,0.061,0.0805,True,False,6
0.305,0.225,0.09,0.1465,0.063,0.034,0.0415,True,False,6
0.475,0.38,0.12,0.441,0.1785,0.0885,0.1505,True,False,8
0.485,0.37,0.13,0.458,0.181,0.113,0.136,True,False,10
0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,False,False,9
0.495,0.395,0.135,0.6335,0.3035,0.1295,0.1495,False,True,8
0.555,0.435,0.135,0.858,0.377,0.1585,0.29,False,True,15
0.67,0.525,0.19,1.527,0.5755,0.353,0.44,False,False,12
0.32,0.235,0.065,0.1385,0.058,0.0225,0.05,True,False,5
0.565,0.44,0.135,0.83,0.393,0.1735,0.238,False,False,9
0.585,0.465,0.165,0.9355,0.4035,0.2275,0.259,False,False,9
0.7,0.575,0.205,1.773,0.605,0.447,0.538,False,False,13
0.58,0.455,0.17,0.9075,0.374,0.2135,0.285,False,False,13
0.705,0.545,0.17,1.58,0.6435,0.4565,0.265,False,False,11
0.615,0.47,0.175,1.2985,0.5135,0.343,0.32,False,False,14
0.305,0.22,0.07,0.141,0.062,0.031,0.037,True,False,5
0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245,False,True,12
0.365,0.27,0.085,0.196,0.0825,0.0375,0.06,True,False,7
0.675,0.51,0.17,1.527,0.809,0.318,0.341,False,True,11
0.45,0.36,0.125,0.5065,0.222,0.105,0.16,False,False,10
0.41,0.325,0.105,0.3635,0.159,0.077,0.12,False,False,10
0.57,0.425,0.14,0.7655,0.331,0.14,0.24,True,False,10
0.65,0.515,0.175,1.4805,0.5295,0.272,0.525,False,True,20
0.67,0.55,0.155,1.566,0.858,0.339,0.354,False,False,10
0.56,0.44,0.135,0.8025,0.35,0.1615,0.259,False,False,9
0.56,0.44,0.14,0.971,0.443,0.2045,0.265,False,True,14
0.565,0.45,0.16,0.795,0.3605,0.1555,0.23,False,False,12
0.32,0.235,0.09,0.183,0.098,0.0335,0.042,True,False,7
0.5,0.385,0.12,0.516,0.197,0.1305,0.165,True,False,8
0.165,0.12,0.03,0.0215,0.007,0.005,0.005,True,False,3
0.165,0.11,0.02,0.019,0.0065,0.0025,0.005,True,False,4
0.615,0.47,0.15,1.0875,0.4975,0.283,0.2685,False,True,9
0.46,0.34,0.09,0.384,0.1795,0.068,0.11,True,False,8
0.695,0.515,0.175,1.5165,0.578,0.4105,0.39,False,True,15
0.34,0.255,0.075,0.18,0.0745,0.04,0.0525,True,False,6
0.46,0.35,0.105,0.3705,0.1575,0.077,0.114,True,False,9
0.34,0.26,0.09,0.179,0.076,0.0525,0.055,True,False,6
0.37,0.275,0.08,0.227,0.093,0.0625,0.07,False,False,8
0.56,0.44,0.14,0.825,0.402,0.139,0.245,True,False,10
0.515,0.43,0.14,0.834,0.367,0.2,0.23,False,False,8
0.535,0.405,0.145,0.6845,0.2725,0.171,0.205,False,False,10
0.625,0.49,0.155,1.2085,0.465,0.162,0.411,False,False,11
0.44,0.34,0.13,0.4195,0.153,0.1155,0.13,False,False,10
0.275,0.195,0.07,0.08,0.031,0.0215,0.025,False,False,5
0.455,0.345,0.15,0.5795,0.1685,0.125,0.215,False,True,13
0.57,0.44,0.095,0.827,0.3395,0.2215,0.235,False,True,8
0.36,0.265,0.09,0.2165,0.096,0.037,0.0735,False,False,10
0.72,0.575,0.23,2.2695,0.8835,0.3985,0.665,False,True,16
0.435,0.34,0.11,0.3795,0.1495,0.085,0.12,True,False,8
0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,True,False,9
0.415,0.31,0.11,0.2965,0.123,0.057,0.0995,True,False,10
0.565,0.435,0.155,0.782,0.2715,0.168,0.285,True,False,14
0.44,0.325,0.1,0.4165,0.185,0.0865,0.11,True,False,6
0.425,0.32,0.085,0.262,0.1235,0.067,0.0725,True,False,8
0.65,0.525,0.19,1.3685,0.5975,0.296,0.4,False,True,11
0.655,0.53,0.165,1.2835,0.583,0.1255,0.4,False,False,8
0.555,0.41,0.125,0.599,0.2345,0.1465,0.194,False,True,8
0.645,0.5,0.175,1.3375,0.554,0.308,0.415,False,True,10
0.525,0.385,0.13,0.607,0.2355,0.125,0.195,True,False,8
0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,False,False,12
0.56,0.44,0.165,0.8,0.335,0.1735,0.25,True,False,12
0.55,0.44,0.16,0.991,0.348,0.168,0.375,False,True,20
0.45,0.36,0.11,0.447,0.203,0.082,0.13,False,False,12
0.61,0.47,0.165,1.1785,0.566,0.2785,0.294,False,False,11
0.36,0.295,0.1,0.2105,0.066,0.0525,0.075,False,True,9
0.495,0.385,0.125,0.5125,0.2075,0.1155,0.172,True,False,10
0.635,0.535,0.19,1.242,0.576,0.2475,0.39,False,False,14
0.555,0.405,0.19,1.406,0.6115,0.342,0.389,False,True,10
0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435,True,False,8
0.57,0.45,0.145,0.751,0.2825,0.2195,0.2215,True,False,10
0.6,0.5,0.16,1.015,0.3995,0.1735,0.33,False,True,19
0.585,0.455,0.125,1.027,0.391,0.212,0.25,False,True,17
0.52,0.41,0.155,0.727,0.291,0.1835,0.235,False,False,12
0.65,0.52,0.19,1.3445,0.519,0.306,0.4465,False,True,16
0.165,0.115,0.015,0.0145,0.0055,0.003,0.005,True,False,4
0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,False,False,9
0.415,0.32,0.1,0.3005,0.1215,0.0575,0.104,False,True,11
0.435,0.32,0.12,0.3785,0.152,0.0915,0.125,False,False,11
0.155,0.115,0.025,0.024,0.009,0.005,0.0075,False,True,5
0.55,0.47,0.15,0.897,0.377,0.184,0.29,False,False,9
0.64,0.53,0.165,1.1895,0.4765,0.3,0.35,False,True,11
0.595,0.48,0.185,1.1785,0.526,0.2975,0.314,False,True,10
0.635,0.51,0.21,1.598,0.6535,0.2835,0.58,False,True,15
0.69,0.55,0.195,1.777,0.769,0.38,0.4305,False,True,11
0.645,0.51,0.165,1.403,0.5755,0.2515,0.4545,False,True,11
0.63,0.49,0.155,1.229,0.535,0.29,0.335,False,True,11
0.64,0.515,0.165,1.3115,0.4945,0.2555,0.41,False,False,10
0.63,0.485,0.16,1.243,0.623,0.275,0.3,False,True,10
0.3,0.22,0.065,0.1235,0.059,0.026,0.0315,True,False,5
0.655,0.525,0.18,1.402,0.624,0.2935,0.365,False,True,13
0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185,False,True,9
0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,True,False,8
0.37,0.29,0.115,0.25,0.111,0.057,0.075,False,False,9
0.525,0.41,0.165,0.8005,0.2635,0.1985,0.25,False,True,13
0.49,0.375,0.115,0.4615,0.204,0.0945,0.143,True,False,8
0.515,0.41,0.14,0.7355,0.3065,0.137,0.2,False,True,7
0.5,0.405,0.14,0.6155,0.241,0.1355,0.205,False,True,9
0.465,0.35,0.14,0.5755,0.2015,0.1505,0.19,False,True,15
0.635,0.505,0.185,1.3035,0.501,0.295,0.41,False,False,17
0.42,0.31,0.1,0.2805,0.1125,0.0615,0.0925,True,False,8
0.395,0.295,0.1,0.293,0.14,0.062,0.082,True,False,7
0.62,0.51,0.18,1.233,0.592,0.274,0.322,False,False,10
0.52,0.405,0.14,0.6765,0.2865,0.146,0.205,True,False,15
0.565,0.43,0.13,0.784,0.3495,0.1885,0.213,False,True,9
0.465,0.345,0.11,0.393,0.1825,0.0735,0.12,True,False,8
0.48,0.39,0.15,0.6275,0.276,0.134,0.185,True,False,13
0.625,0.485,0.15,1.0945,0.531,0.261,0.296,False,False,10
0.44,0.34,0.125,0.4895,0.1735,0.0875,0.2,True,False,13
0.615,0.475,0.145,0.9525,0.3915,0.195,0.32,False,False,9
0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274,False,True,10
0.47,0.365,0.135,0.522,0.2395,0.1525,0.145,False,True,10
0.63,0.505,0.225,1.525,0.56,0.3335,0.45,False,True,15
0.4,0.32,0.11,0.353,0.1405,0.0985,0.1,False,False,8
0.45,0.365,0.125,0.462,0.2135,0.0985,0.1315,True,False,8
0.345,0.275,0.095,0.1995,0.0755,0.0535,0.07,True,False,6
0.46,0.355,0.14,0.4935,0.216,0.133,0.115,True,False,13
0.61,0.48,0.17,1.137,0.4565,0.29,0.347,False,True,10
0.605,0.475,0.19,1.1255,0.59,0.247,0.26,False,True,10
0.735,0.57,0.21,2.2355,1.1705,0.463,0.5315,False,True,10
0.54,0.425,0.12,0.817,0.2945,0.153,0.195,False,True,10
0.475,0.365,0.14,0.6175,0.202,0.1445,0.19,False,True,16
0.565,0.44,0.175,1.122,0.393,0.2,0.375,False,True,20
0.775,0.63,0.25,2.7795,1.3485,0.76,0.578,False,True,12
0.665,0.53,0.185,1.3955,0.456,0.3205,0.49,False,False,15
0.435,0.315,0.11,0.3685,0.1615,0.0715,0.12,True,False,7
0.645,0.5,0.2,1.4285,0.639,0.305,0.36,False,False,11
0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,False,True,3
0.585,0.45,0.16,1.077,0.4995,0.2875,0.25,False,False,10
0.435,0.335,0.1,0.3295,0.129,0.07,0.11,True,False,7
0.585,0.45,0.15,0.938,0.467,0.203,0.225,False,False,7
0.655,0.52,0.17,1.1445,0.53,0.223,0.348,False,True,9
0.705,0.56,0.17,1.4575,0.607,0.318,0.44,False,False,11
0.375,0.305,0.115,0.2715,0.092,0.074,0.09,True,False,8
0.38,0.325,0.11,0.3105,0.12,0.074,0.105,False,False,10
0.6,0.45,0.15,0.9625,0.4375,0.2225,0.2775,False,False,9
0.645,0.51,0.19,1.4745,0.605,0.345,0.48,False,True,9
0.715,0.525,0.185,1.56,0.6655,0.383,0.405,False,False,11
0.51,0.4,0.15,0.745,0.2865,0.1675,0.235,True,False,13
0.345,0.25,0.09,0.203,0.078,0.059,0.055,False,False,6
0.36,0.27,0.09,0.2075,0.098,0.039,0.062,True,False,6
0.4,0.315,0.09,0.3245,0.151,0.073,0.088,True,False,8
0.44,0.33,0.11,0.3705,0.1545,0.084,0.12,True,False,7
0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,True,False,11
0.525,0.43,0.165,0.717,0.289,0.1745,0.195,False,False,10
0.52,0.395,0.125,0.663,0.3005,0.131,0.1905,True,False,9
0.64,0.475,0.14,1.0725,0.4895,0.2295,0.31,False,False,8
0.485,0.375,0.135,0.556,0.1925,0.1315,0.1685,False,False,10
0.47,0.37,0.18,0.51,0.1915,0.1285,0.1625,False,True,9
0.685,0.505,0.19,1.533,0.667,0.4055,0.41,False,True,10
0.705,0.535,0.22,1.866,0.929,0.3835,0.4395,False,False,10
0.37,0.275,0.09,0.2065,0.096,0.0395,0.058,True,False,7
0.6,0.47,0.2,1.031,0.392,0.2035,0.29,False,False,15
0.75,0.55,0.18,1.893,0.942,0.397,0.445,False,True,11
0.665,0.53,0.18,1.491,0.6345,0.342,0.435,False,False,10
0.605,0.48,0.175,1.1685,0.4815,0.2305,0.356,False,False,9
0.33,0.235,0.09,0.163,0.0615,0.034,0.055,False,True,10
0.595,0.475,0.16,1.3175,0.408,0.234,0.58,False,True,21
0.605,0.465,0.155,1.1,0.547,0.2665,0.2585,False,False,10
0.355,0.28,0.095,0.2455,0.0955,0.062,0.075,False,True,11
0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,False,False,16
0.45,0.335,0.11,0.4195,0.181,0.085,0.1345,True,False,7
0.525,0.4,0.14,0.7325,0.334,0.1575,0.17,False,True,11
0.645,0.51,0.195,1.226,0.5885,0.2215,0.3745,False,True,10
0.555,0.435,0.145,0.6975,0.262,0.1575,0.24,True,False,11
0.49,0.465,0.125,0.5225,0.235,0.13,0.141,False,True,7
0.595,0.47,0.155,1.2015,0.492,0.3865,0.265,False,True,10
0.675,0.525,0.17,1.8095,0.784,0.391,0.455,False,False,12
0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,False,True,8
0.665,0.57,0.185,1.522,0.6965,0.3025,0.405,False,False,13
0.665,0.525,0.18,1.5785,0.678,0.229,0.456,False,False,14
0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21,False,False,12
0.47,0.35,0.125,0.4315,0.19,0.1165,0.1175,True,False,6
0.545,0.44,0.15,0.9475,0.366,0.239,0.275,False,False,8
0.485,0.37,0.14,0.5065,0.2425,0.088,0.1465,True,False,8
0.5,0.4,0.125,0.5765,0.2395,0.126,0.185,False,False,10
0.325,0.24,0.075,0.187,0.0825,0.0445,0.05,True,False,6
0.37,0.29,0.08,0.2545,0.108,0.0565,0.07,True,False,6
0.49,0.38,0.13,0.539,0.229,0.1355,0.165,False,False,12
0.475,0.37,0.125,0.537,0.222,0.1215,0.15,False,True,9
0.55,0.42,0.13,0.636,0.294,0.144,0.1755,True,False,8
0.52,0.395,0.145,0.77,0.424,0.142,0.1895,True,False,7
0.275,0.2,0.065,0.1035,0.0475,0.0205,0.03,True,False,7
0.55,0.45,0.17,0.81,0.317,0.157,0.22,False,True,11
0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21,False,False,13
0.39,0.29,0.09,0.2745,0.135,0.0455,0.078,True,False,8
0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,False,False,17
0.495,0.415,0.165,0.7485,0.264,0.134,0.285,False,True,13
0.675,0.505,0.16,1.532,0.74,0.357,0.3815,False,True,11
0.38,0.275,0.1,0.2255,0.08,0.049,0.085,True,False,10
0.67,0.585,0.16,1.309,0.5445,0.2945,0.413,False,False,10
0.41,0.31,0.09,0.339,0.155,0.0695,0.09,True,False,7
0.655,0.5,0.205,1.528,0.6215,0.3725,0.4535,False,False,11
0.335,0.26,0.085,0.192,0.097,0.03,0.054,True,False,6
0.485,0.375,0.125,0.562,0.2505,0.1345,0.1525,True,False,8
0.46,0.36,0.105,0.466,0.2225,0.099,0.11,True,False,7
0.58,0.46,0.15,0.9955,0.429,0.212,0.26,False,False,19
0.56,0.44,0.13,0.8255,0.2425,0.202,0.285,False,True,10
0.62,0.5,0.18,1.3915,0.726,0.2795,0.332,False,True,11
0.61,0.5,0.24,1.642,0.532,0.3345,0.69,False,True,18
0.57,0.46,0.17,0.9035,0.4075,0.1935,0.214,False,True,7
0.69,0.54,0.195,1.2525,0.73,0.3975,0.462,False,False,12
0.385,0.28,0.09,0.228,0.1025,0.042,0.0655,True,False,5
0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,True,False,11
0.45,0.345,0.135,0.443,0.1975,0.0875,0.1175,True,False,14
0.385,0.3,0.09,0.247,0.1225,0.044,0.0675,True,False,5
0.58,0.455,0.15,1.012,0.4985,0.2115,0.2835,False,True,10
0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,True,False,9
0.625,0.43,0.175,1.411,0.572,0.297,0.395,True,False,12
0.495,0.39,0.125,0.6655,0.284,0.162,0.2,True,False,11
0.59,0.455,0.155,0.8855,0.388,0.188,0.275,False,True,10
0.61,0.47,0.15,1.1625,0.565,0.258,0.3085,False,True,11
0.49,0.385,0.15,0.7865,0.241,0.14,0.24,False,False,23
0.565,0.455,0.185,0.9265,0.354,0.1575,0.375,False,True,16
0.595,0.465,0.145,0.7955,0.3425,0.1795,0.2425,False,False,10
0.51,0.385,0.135,0.632,0.282,0.145,0.17,False,False,8
0.535,0.42,0.125,0.738,0.355,0.1895,0.1795,False,True,8
0.61,0.48,0.165,1.097,0.4215,0.264,0.335,True,False,13
0.73,0.55,0.205,1.908,0.5415,0.3565,0.5965,False,False,14
0.625,0.5,0.17,1.0985,0.4645,0.22,0.354,False,True,9
0.67,0.525,0.18,1.6615,0.8005,0.3645,0.43,False,True,10
0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945,True,False,8
0.76,0.605,0.215,2.173,0.801,0.4915,0.646,False,True,13
0.6,0.495,0.195,1.0575,0.384,0.19,0.375,False,True,26
0.38,0.29,0.1,0.237,0.108,0.0395,0.082,True,False,6
0.46,0.35,0.11,0.4675,0.2125,0.099,0.1375,True,False,7
0.45,0.335,0.14,0.4625,0.164,0.076,0.15,False,True,14
0.29,0.225,0.08,0.1295,0.0535,0.026,0.045,False,True,10
0.595,0.47,0.15,0.8915,0.359,0.2105,0.245,False,True,12
0.505,0.385,0.11,0.655,0.3185,0.15,0.185,False,True,9
0.64,0.475,0.19,1.151,0.4365,0.281,0.3805,False,False,13
0.58,0.45,0.175,1.068,0.425,0.203,0.32,False,True,13
0.195,0.15,0.045,0.0375,0.018,0.006,0.011,True,False,3
0.455,0.435,0.11,0.4265,0.195,0.09,0.1205,True,False,8
0.525,0.405,0.15,0.795,0.3075,0.205,0.255,True,False,14
0.6,0.48,0.165,1.1345,0.4535,0.27,0.335,False,False,10
0.455,0.34,0.115,0.486,0.261,0.0655,0.1315,True,False,8
0.565,0.43,0.125,0.6545,0.2815,0.139,0.21,True,False,9
0.555,0.46,0.16,0.86,0.3345,0.1935,0.275,False,True,10
0.335,0.26,0.09,0.1965,0.0875,0.041,0.056,True,False,7
0.7,0.575,0.19,2.273,1.095,0.418,0.638,False,True,12
0.645,0.48,0.19,1.371,0.6925,0.2905,0.35,False,False,12
0.445,0.31,0.09,0.336,0.1555,0.09,0.0855,True,False,7
0.41,0.325,0.1,0.3555,0.146,0.072,0.105,False,True,9
0.445,0.33,0.1,0.437,0.163,0.0755,0.17,True,False,13
